timestamp,symbol,action,price,amount,pnl,note
2026-05-05 13:30:00,BTCUSDT,GİRİŞ,81470.41,1250.0,0.0,
2026-05-05 13:38:52,BTCUSDT,GİRİŞ,81392.0,1250.0,0.0,
